date,Language,Media,Date,Title,Url,Prelim-Rating,Rating,Oped/Non oped,Text
2024-07-13 4:17:41,en,indiatimes.com,2024-07-13,Budget 2024 Expectations Live Updates: Is India shifting gears from Modi's privatisation push with plans to revamp state-run firms?,https://economictimes.indiatimes.com/news/newsblogs/budget-2024-live-updates-tax-slabs-gst-expectations-finance-minister-nirmala-sitharaman-announcements-infrastructure-union-budget-latest-news/liveblog/111703298.cms,Center,,,
2024-07-13 6:23:11,en,indiatimes.com,2024-07-13,Budget 2024 needs to decide if faceless assessment is revolutionising tax landscape or creating hurdles?,https://economictimes.indiatimes.com/news/economy/policy/budget-2024-needs-to-decide-if-faceless-assessment-is-revolutionising-tax-landscape-or-creating-hurdles/articleshow/111705583.cms,Center,,,
2024-07-13 8:18:06,en,hindustantimes.com,2024-07-13,Union Budget 2024: Government may push for increased privatisation of PSU banks,https://www.hindustantimes.com/budget/union-budget-2024-government-may-push-for-increased-privatisation-of-psu-banks-101720850987178.html,,,,
2024-07-13 8:22:53,en,indiatimes.com,2024-07-13,Union Budget: What lies ahead in Budget 2024 for indirect taxes?,https://economictimes.indiatimes.com/news/economy/policy/union-budget-what-lies-ahead-in-budget-2024-for-indirect-taxes/articleshow/111707381.cms,Center,,,
2024-07-13 8:27:57,en,indiatimes.com,2024-07-13,"Budget 2024 expectations: Ramp up private participation in airports railways, says expert",https://timesofindia.indiatimes.com/business/india-business/budget-2024-expectations-ramp-up-private-participation-in-airports-railways-says-expert/articleshow/111708288.cms,Center,,,
2024-07-12 15:27:21,en,financialexpress.com,2024-07-12,Budget 2024 Time: Why Union Budget timings were changed from 5:00 pm to 11:00 am?,https://www.financialexpress.com/budget/budget-2024-time-why-union-budget-timings-were-changed-from-500-pm-to-1100-am-3551854/,Center,,,
2024-07-12 9:20:32,en,ndtv.com,2024-07-12,Budget 2024: A Guide To Key Financial Terms,https://www.ndtv.com/business-news/budget-2024-a-guide-to-key-financial-terms-6066207,Left,,,
2024-07-12 8:30:40,en,indiatimes.com,2024-07-12,Budget 2024: Why relief for middle-class is crucial amid price pains and job woes,https://economictimes.indiatimes.com/news/economy/policy/budget-2024-why-relief-for-middle-class-is-crucial-amid-price-pains-and-job-woes/articleshow/111682163.cms,Center,,,
2024-07-12 3:24:22,en,indiatimes.com,2024-07-12,Rajasthan CM Bhajan Lal Sharma sets timelines for ministers and officials to implement Budget 2024-25,https://timesofindia.indiatimes.com/city/jaipur/rajasthan-cm-bhajan-lal-sharma-sets-timelines-for-ministers-and-officials-to-implement-budget-2024-25/articleshow/111673344.cms,Center,,,
2024-07-20 10:17:18,en,thehindu.com,2024-07-12,"Union Budget 2024 Expectations: Keep increasing road-infra spending, frame policies to promote electrification",https://www.thehindu.com/business/budget/keep-increasing-road-infra-spending-frame-policies-to-promote-electrification/article68389395.ece,Left,,,
2024-07-16 3:20:43,en,ndtv.com,2024-07-12,Budget 2024: Longest And Shortest Budget Speeches In India's History,https://www.ndtv.com/business-news/budget-2024-longest-and-shortest-budget-speeches-in-indias-history-6089898#publisher=newsstand,Left,,,
2024-07-12 13:28:15,en,indiatimes.com,2024-07-12,"Union Budget 2024: From increased allocation to reforming NTA, here's what stakeholders expect for the education sector",https://timesofindia.indiatimes.com/education/news/union-budget-2024-from-increased-allocation-to-reforming-nta-heres-what-stakeholders-expect-for-the-education-sector/articleshow/111691202.cms,Center,,,
2024-07-12 13:28:30,en,indiatimes.com,2024-07-12,"Budget 2024: Tax relief for middle-class, salaried will help increase consumption patterns, says Marico MD",https://economictimes.indiatimes.com/news/economy/indicators/budget-2024-tax-relief-for-middle-class-salaried-will-help-increase-consumption-patterns-says-marico-md/articleshow/111691712.cms,Center,,,
2024-07-12 15:26:02,en,financialexpress.com,2024-07-12,Budget 2024 Expectations: Govt likely to introduce amendments to Banking Regulation Act to push banking sector reforms,https://www.financialexpress.com/business/banking-finance-budget-2024-expectations-govt-likely-to-introduce-amendments-to-banking-regulation-act-to-push-banking-sector-reforms-3551997/,Center,,,
2024-07-12 1:23:59,en,hindustantimes.com,2024-07-12,PM Modi holds key meet with top economists ahead of Budget 2024,https://www.hindustantimes.com/india-news/pmmodi-holds-key-meet-with-top-economists-ahead-of-budget-2024-101720724418676.html,,,,
2024-07-13 0:18:36,en,news18.com,2024-07-12,"Budget 2024 Expectations LIVE: FM Sitharaman To Push Manufacturing, Job Creation",https://www.news18.com/business/economy/budget-2024-live-updates-date-time-expectations-tax-slabs-gst-nirmala-sitharaman-pm-modi-union-budget-2024-latest-news-liveblog-8962282.html,Left,,,
2024-07-12 15:28:56,en,financialexpress.com,2024-07-12,"Budget 2024 Expectations: Diagnostics leaders demand utilisation of resources, local manufacturing of equipments",https://www.financialexpress.com/budget/budget-2024-expectations-diagnostics-leaders-demand-utilisation-of-resources-local-manufacturing-of-equipments-3551864/,Center,,,
2024-07-12 6:26:22,en,indiatimes.com,2024-07-12,"Budget 2024: 45-day payment rule for MSMEs must come to an end, industry says",https://economictimes.indiatimes.com/small-biz/sme-sector/budget-2024-45-day-payment-rule-for-msmes-must-come-to-an-end-industry-says/articleshow/111678310.cms,Center,,,
2024-07-13 0:21:08,en,indiatimes.com,2024-07-12,Guidebook to lighting up India’s renewable energy ambitions for upcoming Union Budget 2024,https://economictimes.indiatimes.com/industry/renewables/budget-2024-guidebook-to-lighting-up-indias-renewable-energy-ambitions-for-upcoming-union-budget-2024/articleshow/111687722.cms,Center,,,
2024-07-12 10:23:27,en,indiatimes.com,2024-07-12,Budget 2024: Let’s put money in R to make manufacturing roar,https://economictimes.indiatimes.com/news/economy/policy/budget-2024-lets-put-money-in-rd-to-make-manufacturing-roar/articleshow/111685256.cms,Center,,,
2024-07-13 1:17:57,en,newindianexpress.com,2024-07-12,Will Finance Minister Nirmala Sitharaman Shower Budget 2024 with Tax Reliefs and Welfare Boosts?,https://www.newindianexpress.com/web-only/2024/Jul/12/flush-with-money-on-whom-will-the-finance-minister-shower-her-largesse-in-the-budget,Center,,,
2024-07-12 14:25:38,en,indiatimes.com,2024-07-12,Budget 2024: Zerodha's Nithin Kamath proposes big change in capital gains from the sale of property to boost startups,https://economictimes.indiatimes.com/news/india/budget-2024-zerodhas-nithin-kamath-proposes-big-change-in-capital-gains-from-the-sale-of-property-to-boost-startups/articleshow/111691896.cms,Center,,,
2024-07-12 18:29:19,en,indiatimes.com,2024-07-12,"Budget 2024: Ahead of budget, US-India forum urges FM Sitharaman for stable predictable tax environment",https://economictimes.indiatimes.com/news/economy/policy/ahead-of-budget-us-india-forum-urges-fm-sitharaman-for-stable-predictable-tax-environment/articleshow/111696366.cms,Center,,,
2024-07-12 7:27:22,en,indiatimes.com,2024-07-12,"Budget 2024 may be focused on these 5 themes, predicts Nomura",https://economictimes.indiatimes.com/markets/stocks/news/budget-2024-may-be-focused-on-these-5-themes-predicts-nomura/articleshow/111680232.cms,Center,,,
2024-07-12 15:28:44,en,hindustantimes.com,2024-07-12,Union Budget 2024: Expectations for Education Sector,https://www.hindustantimes.com/web-stories/education/union-budget-2024-expectations-for-education-sector-101720781344648.html,,,,
2024-07-12 15:29:31,en,financialexpress.com,2024-07-12,Union Budget 2024: What’s the halwa ceremony and why is it so important for budget preparation? Find out,https://www.financialexpress.com/budget/union-budget-2024-whats-the-halwa-ceremony-and-why-is-it-so-important-for-budget-preparation-find-out-3551674/,Center,,,
2024-07-12 8:30:25,en,indiatimes.com,2024-07-12,"Budget 2024 Expectations: US-India forum seeks tax parity, duty relaxation on exports",https://economictimes.indiatimes.com/news/economy/foreign-trade/budget-2024-expectations-us-india-tax-forum-seeks-tax-parity-duty-relaxation-on-exports-to-india/articleshow/111682520.cms,Center,,,
2024-07-12 7:21:56,en,financialexpress.com,2024-07-12,"Budget 2024 Live Updates: Will Budget allocation for healthcare, MGNREGA increase this time?",https://www.financialexpress.com/budget/union-budget-2024-live-updates-date-fm-nirmala-sitharaman-speech-budget-expectations-3551353/,Center,,,
2024-07-12 4:18:02,en,indiatimes.com,2024-07-12,"Union Budget 2024 Expectations Higlights: Economic vision of new govt, political theme key aspects to watch for, says Nomura",https://economictimes.indiatimes.com/news/newsblogs/budget-2024-live-updates-tax-slabs-gst-expectations-finance-minister-nirmala-sitharaman-announcements-infrastructure-union-budget-11-july/liveblog/111648882.cms,Center,,,
2024-07-12 10:22:48,en,indiatimes.com,2024-07-12,FADA seeks vehicle depreciation benefits for income tax payers in Budget 2024,https://economictimes.indiatimes.com/industry/auto/auto-news/fada-seeks-vehicle-depreciation-benefits-for-income-tax-payers-in-budget-2024/articleshow/111684882.cms,Center,,,
2024-07-12 14:26:39,en,indiatimes.com,2024-07-12,Budget 2024: Zerodha’s Nithin Kamath seeks tax exemptions for startup investors,https://economictimes.indiatimes.com/tech/startups/budget-2024-zerodhas-nithin-kamath-seeks-tax-exemptions-for-startup-investments/articleshow/111692505.cms,Center,,,
2024-07-12 11:35:38,en,indiatimes.com,2024-07-12,Guidebook to lighting up India’s renewable energy ambitions for upcoming Union Budget 2024,https://economictimes.indiatimes.com/news/economy/policy/budget-2024-guidebook-to-lighting-up-indias-renewable-energy-ambitions-for-upcoming-union-budget-2024/articleshow/111676905.cms,Center,,,
2024-07-12 11:36:48,en,indiatimes.com,2024-07-12,Budget 2024: Govt may tweak laws to push banking sector reforms in Budget session,https://economictimes.indiatimes.com/industry/banking/finance/banking/budget-2024-govt-may-tweak-laws-to-push-banking-sector-reforms-in-budget-session/articleshow/111686915.cms,Center,,,
2024-07-12 10:19:46,en,thehindu.com,2024-07-12,Budget 2024: Insurers expect more tax benefits for health insurance in Union budget,https://www.thehindu.com/business/budget/budget-2024-insurers-expect-more-tax-benefits-for-health-insurance-in-union-budget/article68395891.ece,Left,,,
2024-07-11 14:34:20,en,financialexpress.com,2024-07-11,Budget 2024: Which medicines are more likely to get expensive after Sitharaman’s announcement?,https://www.financialexpress.com/budget/budget-2024-which-medicines-are-more-likely-to-get-expensive-after-sitharamans-announcement-3550385/,Center,,,
2024-07-11 14:42:53,en,indiatimes.com,2024-07-11,"Budget 2024: Economic vision of new govt, political theme key aspects to watch in budget, says Nomura",https://economictimes.indiatimes.com/news/economy/policy/budget-2024-economic-vision-of-new-govt-political-theme-key-aspects-to-watch-in-budget-says-nomura-report/articleshow/111664905.cms,Center,,,
2024-07-11 14:46:48,en,financialexpress.com,2024-07-11,"Union Budget 2024: Date, time, where to watch Nirmala Sitharaman’s full budget speech live – Complete guide",https://www.financialexpress.com/budget/union-budget-2024-date-time-where-to-watch-nirmala-sitharamans-full-budget-speech-live-complete-guide-3550231/,Center,,,
2024-07-11 4:18:31,en,indiatimes.com,2024-07-11,"Budget 2024 Live Highlights: Time to push divestment of state-owned banks this Budget, says SBI report",https://economictimes.indiatimes.com/news/newsblogs/union-budget-2024-live-updates-expectations-finance-minister-nirmala-sitharaman-tax-slabs-announcements-gst-infrastructure-india-general-budget-date-time/liveblog/111622204.cms,Center,,,
2024-07-10 19:30:37,en,indiatimes.com,2024-07-11,Budget 2024: Banks seek hike in interest subvention on farm loans,https://economictimes.indiatimes.com/news/economy/agriculture/budget-2024-banks-seek-hike-in-interest-subvention-on-farm-loans/articleshow/111642242.cms,Center,,,
2024-07-11 16:31:11,en,financialexpress.com,2024-07-11,"Budget 2024 Expectation: Economic vision, political theme key aspects to watch in Budget, says Nomura",https://www.financialexpress.com/policy/economy-budget-2024-expectation-economic-vision-political-theme-key-aspects-to-watch-in-budget-says-nomura-3550958/,Center,,,
2024-07-11 8:27:03,en,ndtv.com,2024-07-11,Union Budget 2024: Housewives In Srinagar Seek Respite From Rising Inflation,https://www.ndtv.com/video/union-budget-2024-housewives-in-srinagar-seek-respite-from-rising-inflation-813277,Left,,,
2024-07-11 14:31:45,en,financialexpress.com,2024-07-11,"Budget 2024 Expectation: Call for making education affordable, GST exemption grows louder",https://www.financialexpress.com/budget/budget-2024-expectation-call-for-making-education-affordable-gst-exemption-grows-louder-3550551/,Center,,,
2024-07-12 0:20:27,en,news18.com,2024-07-11,Budget 2024: Paving Way For A Unified Landscape In The Oil And Gas Sector,https://www.news18.com/business/economy/budget-2024-paving-way-for-a-unified-landscape-in-the-oil-and-gas-sector-8961881.html,Left,,,
2024-07-11 8:21:47,en,indiatimes.com,2024-07-11,Budget 2024: How Nirmala Sitharaman can lay the infra bricks for a Viksit Bharat by 2047,https://economictimes.indiatimes.com/news/economy/policy/budget-2024-how-nirmala-sitharaman-can-lay-the-infra-bricks-for-a-viksit-bharat-by-2047/articleshow/111649833.cms,Center,,,
2024-07-12 0:21:07,en,news18.com,2024-07-11,Budget 2024: Income Tax Expectations From Finance Minister Nirmala Sitharaman,https://www.news18.com/business/tax/income-tax-expectations-from-budget-2024-8961627.html,Left,,,
2024-07-11 10:33:54,en,indiatimes.com,2024-07-11,Budget 2024: Will Sitharaman fulfill a promise made after the Interim Budget?,https://economictimes.indiatimes.com/news/economy/policy/budget-2024-will-sitharaman-fulfill-a-promise-made-after-the-interim-budget/articleshow/111657791.cms,Center,,,
2024-07-12 0:18:57,en,news18.com,2024-07-11,How Union Budget 2024 Can Supercharge India’s Fintech Sector,https://www.news18.com/business/banking-finance/how-union-budget-2024-can-supercharge-indias-fintech-sector-8961692.html,Left,,,
2024-07-12 0:19:02,en,news18.com,2024-07-11,"PM Modi, FM Sitharaman Meet Top Economists Ahead Of Budget 2024; Job Creation On The Agenda",https://www.news18.com/business/economy/pm-modi-meets-top-economists-sectoral-experts-to-discuss-budget-2024-fm-also-present-8961841.html,Left,,,
2024-07-12 3:28:19,en,indiatimes.com,2024-07-11,private consumption: Budget 2024 needs to take steps to address lower than expected growth in consumption: Godrej Boyce CEO,https://economictimes.indiatimes.com/news/economy/policy/budget-2024-needs-to-take-steps-to-address-lower-than-expected-growth-in-consumption-godrej-boyce-ceo/articleshow/111659602.cms,Center,,,
